Hair Color,Eye Color,Skin Tone,Under Tone,Personal Color Season,Recommended Clothing Colors,Avoid Clothing Colors,Recommended Jewelry Metal,Recommended Clothing Color Wheel Region,Avoid Clothing Color Wheel Region
Red,Black,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Black,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Black,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Black,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Black,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Black,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Black,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Black,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Black,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Black,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Black,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Black,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Black,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Black,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Black,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Brown,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Brown,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Brown,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Red,Light Blue,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Red,Light Blue,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Red,Light Blue,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Brown,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Brown,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Brown,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Green,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Green,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Green,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Blue,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Blue,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Blue,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Hazel,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Hazel,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Hazel,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Blonde,Grey,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Blonde,Grey,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Blonde,Grey,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
